RadioID,RegionID,Url
Bakersfield_100mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__DEN.geojson
Bakersfield_100mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__FL.geojson
Bakersfield_100mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__LV.geojson
Bakersfield_100mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__NCA.geojson
Bakersfield_100mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__PHX.geojson
Bakersfield_100mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__SCA.geojson
Bakersfield_100mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_100mi__TX.geojson
Bakersfield_150mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__DEN.geojson
Bakersfield_150mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__FL.geojson
Bakersfield_150mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__LV.geojson
Bakersfield_150mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__NCA.geojson
Bakersfield_150mi,None,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/radio_Bakersfield_150mi.geojson
Bakersfield_150mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__PHX.geojson
Bakersfield_150mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__SCA.geojson
Bakersfield_150mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Bakersfield_150mi__TX.geojson
Commerce_City_100mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__DEN.geojson
Commerce_City_100mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__FL.geojson
Commerce_City_100mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__LV.geojson
Commerce_City_100mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__NCA.geojson
Commerce_City_100mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__PHX.geojson
Commerce_City_100mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__SCA.geojson
Commerce_City_100mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_100mi__TX.geojson
Commerce_City_150mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__DEN.geojson
Commerce_City_150mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__FL.geojson
Commerce_City_150mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__LV.geojson
Commerce_City_150mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__NCA.geojson
Commerce_City_150mi,None,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/radio_Commerce_City_150mi.geojson
Commerce_City_150mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__PHX.geojson
Commerce_City_150mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__SCA.geojson
Commerce_City_150mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Commerce_City_150mi__TX.geojson
Corona_100mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__DEN.geojson
Corona_100mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__FL.geojson
Corona_100mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__LV.geojson
Corona_100mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__NCA.geojson
Corona_100mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__PHX.geojson
Corona_100mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__SCA.geojson
Corona_100mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_100mi__TX.geojson
Corona_150mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__DEN.geojson
Corona_150mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__FL.geojson
Corona_150mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__LV.geojson
Corona_150mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__NCA.geojson
Corona_150mi,None,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/radio_Corona_150mi.geojson
Corona_150mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__PHX.geojson
Corona_150mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__SCA.geojson
Corona_150mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Corona_150mi__TX.geojson
Las_Vegas_100mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__DEN.geojson
Las_Vegas_100mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__FL.geojson
Las_Vegas_100mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__LV.geojson
Las_Vegas_100mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__NCA.geojson
Las_Vegas_100mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__PHX.geojson
Las_Vegas_100mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__SCA.geojson
Las_Vegas_100mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_100mi__TX.geojson
Las_Vegas_150mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__DEN.geojson
Las_Vegas_150mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__FL.geojson
Las_Vegas_150mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__LV.geojson
Las_Vegas_150mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__NCA.geojson
Las_Vegas_150mi,None,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/radio_Las_Vegas_150mi.geojson
Las_Vegas_150mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__PHX.geojson
Las_Vegas_150mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__SCA.geojson
Las_Vegas_150mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Las_Vegas_150mi__TX.geojson
None,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_DEN.geojson
None,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_FL.geojson
None,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_LV.geojson
None,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_NCA.geojson
None,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_PHX.geojson
None,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_SCA.geojson
None,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/region_TX.geojson
Sacramento_100mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__DEN.geojson
Sacramento_100mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__FL.geojson
Sacramento_100mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__LV.geojson
Sacramento_100mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__NCA.geojson
Sacramento_100mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__PHX.geojson
Sacramento_100mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__SCA.geojson
Sacramento_100mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_100mi__TX.geojson
Sacramento_150mi,DEN,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__DEN.geojson
Sacramento_150mi,FL,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__FL.geojson
Sacramento_150mi,LV,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__LV.geojson
Sacramento_150mi,NCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__NCA.geojson
Sacramento_150mi,None,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/radio_Sacramento_150mi.geojson
Sacramento_150mi,PHX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__PHX.geojson
Sacramento_150mi,SCA,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__SCA.geojson
Sacramento_150mi,TX,https://cdn.jsdelivr.net/gh/laiaortiz-dev/radius-counties@903e7a34bb07cb17169f1b11756f9f6243242784/salida_combos_geojson/combo_Sacramento_150mi__TX.geojson
